thirdMeshCode,大分類,企業数,従業員数,売上高,lowerLeft_lng,lowerLeft_lat,lowerRight_lng,lowerRight_lat,upperRight_lng,upperRight_lat,upperLeft_lng,upperLeft_lat,center_lng,center_lat
53330791,F_製造業,1,13,50,133.8875,35.40833333,133.9,35.40833333,133.9,35.41666667,133.8875,35.41666667,133.89375,35.4125
53330791,G_卸・小売業，飲食店,1,16,350,133.8875,35.40833333,133.9,35.40833333,133.9,35.41666667,133.8875,35.41666667,133.89375,35.4125
53330791,L_サービス業,5,87,2155,133.8875,35.40833333,133.9,35.40833333,133.9,35.41666667,133.8875,35.41666667,133.89375,35.4125
53331179,A_農業,1,27,311,133.2375,35.475,133.25,35.475,133.25,35.48333333,133.2375,35.48333333,133.24375,35.47916667
53331179,G_卸・小売業，飲食店,1,7,380,133.2375,35.475,133.25,35.475,133.25,35.48333333,133.2375,35.48333333,133.24375,35.47916667
53331189,L_サービス業,4,11,162,133.2375,35.48333333,133.25,35.48333333,133.25,35.49166667,133.2375,35.49166667,133.24375,35.4875
53331197,F_製造業,1,5,101,133.2125,35.49166667,133.225,35.49166667,133.225,35.5,133.2125,35.5,133.21875,35.49583334
53331205,E_建設業,1,18,340,133.3125,35.41666667,133.325,35.41666667,133.325,35.425,133.3125,35.425,133.31875,35.42083333
53331205,F_製造業,1,34,300,133.3125,35.41666667,133.325,35.41666667,133.325,35.425,133.3125,35.425,133.31875,35.42083333
53331205,G_卸・小売業，飲食店,3,7,320,133.3125,35.41666667,133.325,35.41666667,133.325,35.425,133.3125,35.425,133.31875,35.42083333
53331206,G_卸・小売業，飲食店,10,164,7705,133.325,35.41666667,133.3375,35.41666667,133.3375,35.425,133.325,35.425,133.33125,35.42083333
53331206,I_不動産業,2,,47,133.325,35.41666667,133.3375,35.41666667,133.3375,35.425,133.325,35.425,133.33125,35.42083333
53331206,J_運輸・通信業,2,343,1475,133.325,35.41666667,133.3375,35.41666667,133.3375,35.425,133.325,35.425,133.33125,35.42083333
53331206,L_サービス業,4,13,794,133.325,35.41666667,133.3375,35.41666667,133.3375,35.425,133.325,35.425,133.33125,35.42083333
53331207,E_建設業,4,14,290,133.3375,35.41666667,133.35,35.41666667,133.35,35.425,133.3375,35.425,133.34375,35.42083333
53331207,F_製造業,1,5,48,133.3375,35.41666667,133.35,35.41666667,133.35,35.425,133.3375,35.425,133.34375,35.42083333
53331207,G_卸・小売業，飲食店,6,55,2806,133.3375,35.41666667,133.35,35.41666667,133.35,35.425,133.3375,35.425,133.34375,35.42083333
53331207,I_不動産業,3,2,161,133.3375,35.41666667,133.35,35.41666667,133.35,35.425,133.3375,35.425,133.34375,35.42083333
53331207,L_サービス業,3,117,1217,133.3375,35.41666667,133.35,35.41666667,133.35,35.425,133.3375,35.425,133.34375,35.42083333
53331208,E_建設業,3,17,405,133.35,35.41666667,133.3625,35.41666667,133.3625,35.425,133.35,35.425,133.35625,35.42083333
53331208,G_卸・小売業，飲食店,1,3,130,133.35,35.41666667,133.3625,35.41666667,133.3625,35.425,133.35,35.425,133.35625,35.42083333
53331208,L_サービス業,1,40,1450,133.35,35.41666667,133.3625,35.41666667,133.3625,35.425,133.35,35.425,133.35625,35.42083333
53331209,E_建設業,1,9,230,133.3625,35.41666667,133.375,35.41666667,133.375,35.425,133.3625,35.425,133.36875,35.42083333
53331209,G_卸・小売業，飲食店,2,139,12877,133.3625,35.41666667,133.375,35.41666667,133.375,35.425,133.3625,35.425,133.36875,35.42083333
53331209,I_不動産業,1,10,470,133.3625,35.41666667,133.375,35.41666667,133.375,35.425,133.3625,35.425,133.36875,35.42083333
53331215,E_建設業,1,6,65,133.3125,35.425,133.325,35.425,133.325,35.43333333,133.3125,35.43333333,133.31875,35.42916666
53331215,G_卸・小売業，飲食店,1,21,830,133.3125,35.425,133.325,35.425,133.325,35.43333333,133.3125,35.43333333,133.31875,35.42916666
53331215,J_運輸・通信業,1,7,75,133.3125,35.425,133.325,35.425,133.325,35.43333333,133.3125,35.43333333,133.31875,35.42916666
53331215,L_サービス業,1,22,291,133.3125,35.425,133.325,35.425,133.325,35.43333333,133.3125,35.43333333,133.31875,35.42916666
53331216,E_建設業,3,6,340,133.325,35.425,133.3375,35.425,133.3375,35.43333333,133.325,35.43333333,133.33125,35.42916666
53331216,F_製造業,1,9,60,133.325,35.425,133.3375,35.425,133.3375,35.43333333,133.325,35.43333333,133.33125,35.42916666
53331216,G_卸・小売業，飲食店,36,420,13853,133.325,35.425,133.3375,35.425,133.3375,35.43333333,133.325,35.43333333,133.33125,35.42916666
53331216,H_金融・保険業,1,1,10,133.325,35.425,133.3375,35.425,133.3375,35.43333333,133.325,35.43333333,133.33125,35.42916666
53331216,I_不動産業,6,78,1904,133.325,35.425,133.3375,35.425,133.3375,35.43333333,133.325,35.43333333,133.33125,35.42916666
53331216,L_サービス業,14,564,5664,133.325,35.425,133.3375,35.425,133.3375,35.43333333,133.325,35.43333333,133.33125,35.42916666
53331216,M_公務,1,597,57821,133.325,35.425,133.3375,35.425,133.3375,35.43333333,133.325,35.43333333,133.33125,35.42916666
53331217,E_建設業,8,145,9409,133.3375,35.425,133.35,35.425,133.35,35.43333333,133.3375,35.43333333,133.34375,35.42916666
53331217,F_製造業,2,95,1980,133.3375,35.425,133.35,35.425,133.35,35.43333333,133.3375,35.43333333,133.34375,35.42916666
53331217,G_卸・小売業，飲食店,9,136,9669,133.3375,35.425,133.35,35.425,133.35,35.43333333,133.3375,35.43333333,133.34375,35.42916666
53331217,I_不動産業,3,9,627,133.3375,35.425,133.35,35.425,133.35,35.43333333,133.3375,35.43333333,133.34375,35.42916666
53331217,L_サービス業,1,73,1013,133.3375,35.425,133.35,35.425,133.35,35.43333333,133.3375,35.43333333,133.34375,35.42916666
53331218,E_建設業,7,70,1640,133.35,35.425,133.3625,35.425,133.3625,35.43333333,133.35,35.43333333,133.35625,35.42916666
53331218,F_製造業,2,29,178,133.35,35.425,133.3625,35.425,133.3625,35.43333333,133.35,35.43333333,133.35625,35.42916666
53331218,G_卸・小売業，飲食店,10,448,20888,133.35,35.425,133.3625,35.425,133.3625,35.43333333,133.35,35.43333333,133.35625,35.42916666
53331218,I_不動産業,1,4,143,133.35,35.425,133.3625,35.425,133.3625,35.43333333,133.35,35.43333333,133.35625,35.42916666
53331218,M_公務,1,49,,133.35,35.425,133.3625,35.425,133.3625,35.43333333,133.35,35.43333333,133.35625,35.42916666
53331219,E_建設業,5,45,1241,133.3625,35.425,133.375,35.425,133.375,35.43333333,133.3625,35.43333333,133.36875,35.42916666
53331219,G_卸・小売業，飲食店,4,358,16787,133.3625,35.425,133.375,35.425,133.375,35.43333333,133.3625,35.43333333,133.36875,35.42916666
53331219,L_サービス業,3,436,2848,133.3625,35.425,133.375,35.425,133.375,35.43333333,133.3625,35.43333333,133.36875,35.42916666
53331224,E_建設業,6,72,2184,133.3,35.43333333,133.3125,35.43333333,133.3125,35.44166667,133.3,35.44166667,133.30625,35.4375
53331224,F_製造業,5,339,12121,133.3,35.43333333,133.3125,35.43333333,133.3125,35.44166667,133.3,35.44166667,133.30625,35.4375
53331224,G_卸・小売業，飲食店,14,554,46490,133.3,35.43333333,133.3125,35.43333333,133.3125,35.44166667,133.3,35.44166667,133.30625,35.4375
53331224,I_不動産業,1,3,38,133.3,35.43333333,133.3125,35.43333333,133.3125,35.44166667,133.3,35.44166667,133.30625,35.4375
53331224,J_運輸・通信業,4,160,1170,133.3,35.43333333,133.3125,35.43333333,133.3125,35.44166667,133.3,35.44166667,133.30625,35.4375
53331224,K_電気ガス水道業,2,48,2428,133.3,35.43333333,133.3125,35.43333333,133.3125,35.44166667,133.3,35.44166667,133.30625,35.4375
53331224,L_サービス業,9,247,2217,133.3,35.43333333,133.3125,35.43333333,133.3125,35.44166667,133.3,35.44166667,133.30625,35.4375
53331225,E_建設業,3,36,1090,133.3125,35.43333333,133.325,35.43333333,133.325,35.44166667,133.3125,35.44166667,133.31875,35.4375
53331225,F_製造業,9,441,13081,133.3125,35.43333333,133.325,35.43333333,133.325,35.44166667,133.3125,35.44166667,133.31875,35.4375
53331225,G_卸・小売業，飲食店,19,158,11280,133.3125,35.43333333,133.325,35.43333333,133.325,35.44166667,133.3125,35.44166667,133.31875,35.4375
53331225,H_金融・保険業,1,11,1125,133.3125,35.43333333,133.325,35.43333333,133.325,35.44166667,133.3125,35.44166667,133.31875,35.4375
53331225,L_サービス業,7,77,589,133.3125,35.43333333,133.325,35.43333333,133.325,35.44166667,133.3125,35.44166667,133.31875,35.4375
53331226,E_建設業,4,17,262,133.325,35.43333333,133.3375,35.43333333,133.3375,35.44166667,133.325,35.44166667,133.33125,35.4375
53331226,F_製造業,3,192,2497,133.325,35.43333333,133.3375,35.43333333,133.3375,35.44166667,133.325,35.44166667,133.33125,35.4375
53331226,G_卸・小売業，飲食店,12,72,3804,133.325,35.43333333,133.3375,35.43333333,133.3375,35.44166667,133.325,35.44166667,133.33125,35.4375
53331226,I_不動産業,2,2,313,133.325,35.43333333,133.3375,35.43333333,133.3375,35.44166667,133.325,35.44166667,133.33125,35.4375
53331226,L_サービス業,7,180,2974,133.325,35.43333333,133.3375,35.43333333,133.3375,35.44166667,133.325,35.44166667,133.33125,35.4375
53331227,E_建設業,2,22,310,133.3375,35.43333333,133.35,35.43333333,133.35,35.44166667,133.3375,35.44166667,133.34375,35.4375
53331227,F_製造業,2,59,1154,133.3375,35.43333333,133.35,35.43333333,133.35,35.44166667,133.3375,35.44166667,133.34375,35.4375
53331227,G_卸・小売業，飲食店,13,360,14432,133.3375,35.43333333,133.35,35.43333333,133.35,35.44166667,133.3375,35.44166667,133.34375,35.4375
53331227,H_金融・保険業,2,343,191906,133.3375,35.43333333,133.35,35.43333333,133.35,35.44166667,133.3375,35.44166667,133.34375,35.4375
53331227,I_不動産業,1,3,930,133.3375,35.43333333,133.35,35.43333333,133.35,35.44166667,133.3375,35.44166667,133.34375,35.4375
53331227,L_サービス業,12,775,22109,133.3375,35.43333333,133.35,35.43333333,133.35,35.44166667,133.3375,35.44166667,133.34375,35.4375
53331228,E_建設業,4,48,2069,133.35,35.43333333,133.3625,35.43333333,133.3625,35.44166667,133.35,35.44166667,133.35625,35.4375
53331228,F_製造業,2,14,224,133.35,35.43333333,133.3625,35.43333333,133.3625,35.44166667,133.35,35.44166667,133.35625,35.4375
53331228,G_卸・小売業，飲食店,5,127,5503,133.35,35.43333333,133.3625,35.43333333,133.3625,35.44166667,133.35,35.44166667,133.35625,35.4375
53331228,J_運輸・通信業,1,8,226,133.35,35.43333333,133.3625,35.43333333,133.3625,35.44166667,133.35,35.44166667,133.35625,35.4375
53331228,L_サービス業,2,2,38,133.35,35.43333333,133.3625,35.43333333,133.3625,35.44166667,133.35,35.44166667,133.35625,35.4375
53331232,E_建設業,1,2,10,133.275,35.44166667,133.2875,35.44166667,133.2875,35.45,133.275,35.45,133.28125,35.44583334
53331233,E_建設業,6,43,2324,133.2875,35.44166667,133.3,35.44166667,133.3,35.45,133.2875,35.45,133.29375,35.44583334
53331233,G_卸・小売業，飲食店,2,4,258,133.2875,35.44166667,133.3,35.44166667,133.3,35.45,133.2875,35.45,133.29375,35.44583334
53331233,L_サービス業,3,250,1593,133.2875,35.44166667,133.3,35.44166667,133.3,35.45,133.2875,35.45,133.29375,35.44583334
53331234,E_建設業,4,38,1002,133.3,35.44166667,133.3125,35.44166667,133.3125,35.45,133.3,35.45,133.30625,35.44583334
53331234,G_卸・小売業，飲食店,3,38,1815,133.3,35.44166667,133.3125,35.44166667,133.3125,35.45,133.3,35.45,133.30625,35.44583334
53331234,J_運輸・通信業,1,36,201,133.3,35.44166667,133.3125,35.44166667,133.3125,35.45,133.3,35.45,133.30625,35.44583334
53331234,L_サービス業,4,234,898,133.3,35.44166667,133.3125,35.44166667,133.3125,35.45,133.3,35.45,133.30625,35.44583334
53331235,E_建設業,7,29,748,133.3125,35.44166667,133.325,35.44166667,133.325,35.45,133.3125,35.45,133.31875,35.44583334
53331235,F_製造業,3,73,757,133.3125,35.44166667,133.325,35.44166667,133.325,35.45,133.3125,35.45,133.31875,35.44583334
53331235,G_卸・小売業，飲食店,9,241,6974,133.3125,35.44166667,133.325,35.44166667,133.325,35.45,133.3125,35.45,133.31875,35.44583334
53331235,I_不動産業,2,2,285,133.3125,35.44166667,133.325,35.44166667,133.325,35.45,133.3125,35.45,133.31875,35.44583334
53331235,L_サービス業,12,2792,16213,133.3125,35.44166667,133.325,35.44166667,133.325,35.45,133.3125,35.45,133.31875,35.44583334
53331236,A_農業,1,5,100,133.325,35.44166667,133.3375,35.44166667,133.3375,35.45,133.325,35.45,133.33125,35.44583334
53331236,E_建設業,8,72,1809,133.325,35.44166667,133.3375,35.44166667,133.3375,35.45,133.325,35.45,133.33125,35.44583334
53331236,F_製造業,1,25,324,133.325,35.44166667,133.3375,35.44166667,133.3375,35.45,133.325,35.45,133.33125,35.44583334
53331236,G_卸・小売業，飲食店,29,454,33758,133.325,35.44166667,133.3375,35.44166667,133.3375,35.45,133.325,35.45,133.33125,35.44583334
53331236,I_不動産業,1,18,570,133.325,35.44166667,133.3375,35.44166667,133.3375,35.45,133.325,35.45,133.33125,35.44583334
53331236,J_運輸・通信業,1,35,183,133.325,35.44166667,133.3375,35.44166667,133.3375,35.45,133.325,35.45,133.33125,35.44583334
53331236,L_サービス業,17,979,45309,133.325,35.44166667,133.3375,35.44166667,133.3375,35.45,133.325,35.45,133.33125,35.44583334
53331237,E_建設業,11,230,7541,133.3375,35.44166667,133.35,35.44166667,133.35,35.45,133.3375,35.45,133.34375,35.44583334
53331237,F_製造業,2,,198,133.3375,35.44166667,133.35,35.44166667,133.35,35.45,133.3375,35.45,133.34375,35.44583334
53331237,G_卸・小売業，飲食店,11,435,24398,133.3375,35.44166667,133.35,35.44166667,133.35,35.45,133.3375,35.45,133.34375,35.44583334
53331237,I_不動産業,1,,30,133.3375,35.44166667,133.35,35.44166667,133.35,35.45,133.3375,35.45,133.34375,35.44583334
53331237,J_運輸・通信業,3,65,555,133.3375,35.44166667,133.35,35.44166667,133.35,35.45,133.3375,35.45,133.34375,35.44583334
53331237,L_サービス業,6,134,1330,133.3375,35.44166667,133.35,35.44166667,133.35,35.45,133.3375,35.45,133.34375,35.44583334
53331238,E_建設業,3,18,383,133.35,35.44166667,133.3625,35.44166667,133.3625,35.45,133.35,35.45,133.35625,35.44583334
53331238,F_製造業,2,17,518,133.35,35.44166667,133.3625,35.44166667,133.3625,35.45,133.35,35.45,133.35625,35.44583334
53331238,G_卸・小売業，飲食店,7,97,1893,133.35,35.44166667,133.3625,35.44166667,133.3625,35.45,133.35,35.45,133.35625,35.44583334
53331238,I_不動産業,1,6,200,133.35,35.44166667,133.3625,35.44166667,133.3625,35.45,133.35,35.45,133.35625,35.44583334
53331238,J_運輸・通信業,1,14,160,133.35,35.44166667,133.3625,35.44166667,133.3625,35.45,133.35,35.45,133.35625,35.44583334
53331238,L_サービス業,1,50,217,133.35,35.44166667,133.3625,35.44166667,133.3625,35.45,133.35,35.45,133.35625,35.44583334
53331239,G_卸・小売業，飲食店,1,7,370,133.3625,35.44166667,133.375,35.44166667,133.375,35.45,133.3625,35.45,133.36875,35.44583334
53331239,L_サービス業,1,52,409,133.3625,35.44166667,133.375,35.44166667,133.375,35.45,133.3625,35.45,133.36875,35.44583334
53331242,E_建設業,1,8,170,133.275,35.45,133.2875,35.45,133.2875,35.45833333,133.275,35.45833333,133.28125,35.45416667
53331242,J_運輸・通信業,1,43,580,133.275,35.45,133.2875,35.45,133.2875,35.45833333,133.275,35.45833333,133.28125,35.45416667
53331243,E_建設業,3,9,325,133.2875,35.45,133.3,35.45,133.3,35.45833333,133.2875,35.45833333,133.29375,35.45416667
53331243,G_卸・小売業，飲食店,2,44,1947,133.2875,35.45,133.3,35.45,133.3,35.45833333,133.2875,35.45833333,133.29375,35.45416667
53331244,E_建設業,3,34,352,133.3,35.45,133.3125,35.45,133.3125,35.45833333,133.3,35.45833333,133.30625,35.45416667
53331244,F_製造業,1,9,356,133.3,35.45,133.3125,35.45,133.3125,35.45833333,133.3,35.45833333,133.30625,35.45416667
53331244,G_卸・小売業，飲食店,4,129,8769,133.3,35.45,133.3125,35.45,133.3125,35.45833333,133.3,35.45833333,133.30625,35.45416667
53331244,L_サービス業,3,311,5088,133.3,35.45,133.3125,35.45,133.3125,35.45833333,133.3,35.45833333,133.30625,35.45416667
53331245,E_建設業,7,33,875,133.3125,35.45,133.325,35.45,133.325,35.45833333,133.3125,35.45833333,133.31875,35.45416667
53331245,F_製造業,1,13,156,133.3125,35.45,133.325,35.45,133.325,35.45833333,133.3125,35.45833333,133.31875,35.45416667
53331245,G_卸・小売業，飲食店,7,27,1113,133.3125,35.45,133.325,35.45,133.325,35.45833333,133.3125,35.45833333,133.31875,35.45416667
53331245,I_不動産業,1,1,35,133.3125,35.45,133.325,35.45,133.325,35.45833333,133.3125,35.45833333,133.31875,35.45416667
53331245,J_運輸・通信業,1,90,320,133.3125,35.45,133.325,35.45,133.325,35.45833333,133.3125,35.45833333,133.31875,35.45416667
53331245,L_サービス業,6,506,5994,133.3125,35.45,133.325,35.45,133.325,35.45833333,133.3125,35.45833333,133.31875,35.45416667
53331246,E_建設業,12,111,3973,133.325,35.45,133.3375,35.45,133.3375,35.45833333,133.325,35.45833333,133.33125,35.45416667
53331246,F_製造業,2,18,178,133.325,35.45,133.3375,35.45,133.3375,35.45833333,133.325,35.45833333,133.33125,35.45416667
53331246,G_卸・小売業，飲食店,21,722,28928,133.325,35.45,133.3375,35.45,133.3375,35.45833333,133.325,35.45833333,133.33125,35.45416667
53331246,I_不動産業,2,4,23,133.325,35.45,133.3375,35.45,133.3375,35.45833333,133.325,35.45833333,133.33125,35.45416667
53331246,L_サービス業,7,50,1306,133.325,35.45,133.3375,35.45,133.3375,35.45833333,133.325,35.45833333,133.33125,35.45416667
53331247,E_建設業,3,45,582,133.3375,35.45,133.35,35.45,133.35,35.45833333,133.3375,35.45833333,133.34375,35.45416667
53331247,G_卸・小売業，飲食店,1,,20,133.3375,35.45,133.35,35.45,133.35,35.45833333,133.3375,35.45833333,133.34375,35.45416667
53331247,L_サービス業,2,31,495,133.3375,35.45,133.35,35.45,133.35,35.45833333,133.3375,35.45833333,133.34375,35.45416667
53331248,G_卸・小売業，飲食店,9,110,5795,133.35,35.45,133.3625,35.45,133.3625,35.45833333,133.35,35.45833333,133.35625,35.45416667
53331248,I_不動産業,1,,50,133.35,35.45,133.3625,35.45,133.3625,35.45833333,133.35,35.45833333,133.35625,35.45416667
53331248,L_サービス業,8,146,2128,133.35,35.45,133.3625,35.45,133.3625,35.45833333,133.35,35.45833333,133.35625,35.45416667
53331249,E_建設業,2,13,391,133.3625,35.45,133.375,35.45,133.375,35.45833333,133.3625,35.45833333,133.36875,35.45416667
53331249,G_卸・小売業，飲食店,1,5,290,133.3625,35.45,133.375,35.45,133.375,35.45833333,133.3625,35.45833333,133.36875,35.45416667
53331249,L_サービス業,6,90,1445,133.3625,35.45,133.375,35.45,133.375,35.45833333,133.3625,35.45833333,133.36875,35.45416667
53331251,E_建設業,1,2,87,133.2625,35.45833333,133.275,35.45833333,133.275,35.46666667,133.2625,35.46666667,133.26875,35.4625
53331251,G_卸・小売業，飲食店,1,4,300,133.2625,35.45833333,133.275,35.45833333,133.275,35.46666667,133.2625,35.46666667,133.26875,35.4625
53331253,E_建設業,3,22,406,133.2875,35.45833333,133.3,35.45833333,133.3,35.46666667,133.2875,35.46666667,133.29375,35.4625
53331253,F_製造業,1,4,80,133.2875,35.45833333,133.3,35.45833333,133.3,35.46666667,133.2875,35.46666667,133.29375,35.4625
53331254,E_建設業,6,79,1967,133.3,35.45833333,133.3125,35.45833333,133.3125,35.46666667,133.3,35.46666667,133.30625,35.4625
53331254,F_製造業,6,228,3558,133.3,35.45833333,133.3125,35.45833333,133.3125,35.46666667,133.3,35.46666667,133.30625,35.4625
53331254,G_卸・小売業，飲食店,4,21,970,133.3,35.45833333,133.3125,35.45833333,133.3125,35.46666667,133.3,35.46666667,133.30625,35.4625
53331254,L_サービス業,3,87,648,133.3,35.45833333,133.3125,35.45833333,133.3125,35.46666667,133.3,35.46666667,133.30625,35.4625
53331255,E_建設業,5,36,787,133.3125,35.45833333,133.325,35.45833333,133.325,35.46666667,133.3125,35.46666667,133.31875,35.4625
53331255,F_製造業,1,1,91,133.3125,35.45833333,133.325,35.45833333,133.325,35.46666667,133.3125,35.46666667,133.31875,35.4625
53331255,G_卸・小売業，飲食店,6,110,7610,133.3125,35.45833333,133.325,35.45833333,133.325,35.46666667,133.3125,35.46666667,133.31875,35.4625
53331255,I_不動産業,1,,110,133.3125,35.45833333,133.325,35.45833333,133.325,35.46666667,133.3125,35.46666667,133.31875,35.4625
53331255,J_運輸・通信業,1,,60,133.3125,35.45833333,133.325,35.45833333,133.325,35.46666667,133.3125,35.46666667,133.31875,35.4625
53331256,E_建設業,1,8,204,133.325,35.45833333,133.3375,35.45833333,133.3375,35.46666667,133.325,35.46666667,133.33125,35.4625
53331256,G_卸・小売業，飲食店,1,1,50,133.325,35.45833333,133.3375,35.45833333,133.3375,35.46666667,133.325,35.46666667,133.33125,35.4625
53331257,L_サービス業,1,53,500,133.3375,35.45833333,133.35,35.45833333,133.35,35.46666667,133.3375,35.46666667,133.34375,35.4625
53331258,L_サービス業,6,216,3735,133.35,35.45833333,133.3625,35.45833333,133.3625,35.46666667,133.35,35.46666667,133.35625,35.4625
53331260,E_建設業,1,20,270,133.25,35.46666667,133.2625,35.46666667,133.2625,35.475,133.25,35.475,133.25625,35.47083334
53331260,G_卸・小売業，飲食店,1,3,480,133.25,35.46666667,133.2625,35.46666667,133.2625,35.475,133.25,35.475,133.25625,35.47083334
53331260,L_サービス業,1,140,1054,133.25,35.46666667,133.2625,35.46666667,133.2625,35.475,133.25,35.475,133.25625,35.47083334
53331261,E_建設業,3,11,146,133.2625,35.46666667,133.275,35.46666667,133.275,35.475,133.2625,35.475,133.26875,35.47083334
53331261,F_製造業,1,25,319,133.2625,35.46666667,133.275,35.46666667,133.275,35.475,133.2625,35.475,133.26875,35.47083334
53331261,G_卸・小売業，飲食店,1,3,250,133.2625,35.46666667,133.275,35.46666667,133.275,35.475,133.2625,35.475,133.26875,35.47083334
53331262,E_建設業,1,9,59,133.275,35.46666667,133.2875,35.46666667,133.2875,35.475,133.275,35.475,133.28125,35.47083334
53331262,F_製造業,1,6,99,133.275,35.46666667,133.2875,35.46666667,133.2875,35.475,133.275,35.475,133.28125,35.47083334
53331263,E_建設業,8,55,939,133.2875,35.46666667,133.3,35.46666667,133.3,35.475,133.2875,35.475,133.29375,35.47083334
53331263,F_製造業,3,295,11744,133.2875,35.46666667,133.3,35.46666667,133.3,35.475,133.2875,35.475,133.29375,35.47083334
53331263,G_卸・小売業，飲食店,4,16,955,133.2875,35.46666667,133.3,35.46666667,133.3,35.475,133.2875,35.475,133.29375,35.47083334
53331263,J_運輸・通信業,1,13,190,133.2875,35.46666667,133.3,35.46666667,133.3,35.475,133.2875,35.475,133.29375,35.47083334
53331263,L_サービス業,1,19,112,133.2875,35.46666667,133.3,35.46666667,133.3,35.475,133.2875,35.475,133.29375,35.47083334
53331264,A_農業,1,10,95,133.3,35.46666667,133.3125,35.46666667,133.3125,35.475,133.3,35.475,133.30625,35.47083334
53331264,E_建設業,7,70,1763,133.3,35.46666667,133.3125,35.46666667,133.3125,35.475,133.3,35.475,133.30625,35.47083334
53331264,F_製造業,7,140,2573,133.3,35.46666667,133.3125,35.46666667,133.3125,35.475,133.3,35.475,133.30625,35.47083334
53331264,G_卸・小売業，飲食店,4,28,1226,133.3,35.46666667,133.3125,35.46666667,133.3125,35.475,133.3,35.475,133.30625,35.47083334
53331264,I_不動産業,1,1,43,133.3,35.46666667,133.3125,35.46666667,133.3125,35.475,133.3,35.475,133.30625,35.47083334
53331264,J_運輸・通信業,2,12,88,133.3,35.46666667,133.3125,35.46666667,133.3125,35.475,133.3,35.475,133.30625,35.47083334
53331264,L_サービス業,3,73,5940,133.3,35.46666667,133.3125,35.46666667,133.3125,35.475,133.3,35.475,133.30625,35.47083334
53331270,A_農業,1,4,75,133.25,35.475,133.2625,35.475,133.2625,35.48333333,133.25,35.48333333,133.25625,35.47916667
53331270,E_建設業,3,50,916,133.25,35.475,133.2625,35.475,133.2625,35.48333333,133.25,35.48333333,133.25625,35.47916667
53331270,F_製造業,8,161,2131,133.25,35.475,133.2625,35.475,133.2625,35.48333333,133.25,35.48333333,133.25625,35.47916667
53331270,G_卸・小売業，飲食店,2,12,655,133.25,35.475,133.2625,35.475,133.2625,35.48333333,133.25,35.48333333,133.25625,35.47916667
53331270,J_運輸・通信業,1,74,805,133.25,35.475,133.2625,35.475,133.2625,35.48333333,133.25,35.48333333,133.25625,35.47916667
53331270,L_サービス業,2,39,853,133.25,35.475,133.2625,35.475,133.2625,35.48333333,133.25,35.48333333,133.25625,35.47916667
53331271,E_建設業,1,10,83,133.2625,35.475,133.275,35.475,133.275,35.48333333,133.2625,35.48333333,133.26875,35.47916667
53331271,F_製造業,2,38,356,133.2625,35.475,133.275,35.475,133.275,35.48333333,133.2625,35.48333333,133.26875,35.47916667
53331271,J_運輸・通信業,1,155,1959,133.2625,35.475,133.275,35.475,133.275,35.48333333,133.2625,35.48333333,133.26875,35.47916667
53331271,L_サービス業,1,2,2,133.2625,35.475,133.275,35.475,133.275,35.48333333,133.2625,35.48333333,133.26875,35.47916667
53331272,E_建設業,3,36,755,133.275,35.475,133.2875,35.475,133.2875,35.48333333,133.275,35.48333333,133.28125,35.47916667
53331272,F_製造業,4,234,3564,133.275,35.475,133.2875,35.475,133.2875,35.48333333,133.275,35.48333333,133.28125,35.47916667
53331272,G_卸・小売業，飲食店,1,5,200,133.275,35.475,133.2875,35.475,133.2875,35.48333333,133.275,35.48333333,133.28125,35.47916667
53331272,I_不動産業,1,,50,133.275,35.475,133.2875,35.475,133.2875,35.48333333,133.275,35.48333333,133.28125,35.47916667
53331273,E_建設業,2,19,2842,133.2875,35.475,133.3,35.475,133.3,35.48333333,133.2875,35.48333333,133.29375,35.47916667
53331273,F_製造業,3,43,925,133.2875,35.475,133.3,35.475,133.3,35.48333333,133.2875,35.48333333,133.29375,35.47916667
53331273,G_卸・小売業，飲食店,2,4,271,133.2875,35.475,133.3,35.475,133.3,35.48333333,133.2875,35.48333333,133.29375,35.47916667
53331273,J_運輸・通信業,1,25,723,133.2875,35.475,133.3,35.475,133.3,35.48333333,133.2875,35.48333333,133.29375,35.47916667
53331273,L_サービス業,1,5,125,133.2875,35.475,133.3,35.475,133.3,35.48333333,133.2875,35.48333333,133.29375,35.47916667
53331280,E_建設業,2,24,781,133.25,35.48333333,133.2625,35.48333333,133.2625,35.49166667,133.25,35.49166667,133.25625,35.4875
53331280,F_製造業,5,55,3718,133.25,35.48333333,133.2625,35.48333333,133.2625,35.49166667,133.25,35.49166667,133.25625,35.4875
53331280,G_卸・小売業，飲食店,2,2,114,133.25,35.48333333,133.2625,35.48333333,133.2625,35.49166667,133.25,35.49166667,133.25625,35.4875
53331281,E_建設業,1,2,30,133.2625,35.48333333,133.275,35.48333333,133.275,35.49166667,133.2625,35.49166667,133.26875,35.4875
53331281,G_卸・小売業，飲食店,2,4,160,133.2625,35.48333333,133.275,35.48333333,133.275,35.49166667,133.2625,35.49166667,133.26875,35.4875
53331281,J_運輸・通信業,1,9,48,133.2625,35.48333333,133.275,35.48333333,133.275,35.49166667,133.2625,35.49166667,133.26875,35.4875
53331282,E_建設業,1,10,443,133.275,35.48333333,133.2875,35.48333333,133.2875,35.49166667,133.275,35.49166667,133.28125,35.4875
